#expressedGenes,#expressedDiseaseGenes,lcc,lcczscore
6582,10,3,4.34039
2974,6,2,2.713602
1879,3,1,-0.142857
7880,16,3,2.207235
8817,16,3,2.749913
6961,11,1,-0.423547
8562,17,3,3.149822
7118,11,3,3.099668
6828,12,2,1.472947
6112,9,3,5.125693
7968,11,2,2.137744
5604,8,1,-0.314485
7458,13,2,1.243702
2221,5,1,-0.252646
5755,11,3,3.41189
7160,14,2,1.439699
2737,4,1,-0.175863
7578,13,3,2.573498
8971,11,3,3.869565
7417,10,2,1.781955
4544,8,2,2.002981
6602,15,3,3.043414
4381,6,1,-0.301511
5853,9,2,2.002981
3638,6,2,3.187999
2275,2,1,0.0
1655,2,1,0.0
3817,8,1,-0.390567
7413,12,2,1.527525
7703,10,1,-0.455621
3007,4,1,-0.204124
7460,11,3,3.490778
6633,11,3,3.548662
7710,13,3,3.05329
2777,5,2,2.586949
3336,6,1,-0.274352
3568,5,2,3.400801
6338,9,1,-0.423487
7331,13,2,1.306549
2024,4,1,-0.217072
7685,15,3,2.391169
6349,12,3,3.517632
7201,15,2,1.113422
5832,10,3,2.620247
8372,14,3,4.29696
4459,5,1,-0.204124
5589,11,2,1.620785
6716,12,3,3.490778
7208,12,3,3.668997
2406,4,1,-0.204124
8791,16,3,3.153846
7410,10,2,2.137744
8985,14,3,3.271652
8080,16,2,0.967036
8563,17,4,4.27866
4955,8,2,2.147318
4491,10,3,3.311924
6164,13,4,4.305694
6462,10,2,1.942385
6590,9,2,2.591989
5136,7,2,3.179797
8026,11,1,-0.415581
6757,11,2,1.535019
3538,5,1,-0.238919
3666,7,2,1.718809
4362,6,1,-0.314485
6349,14,3,3.131935
3878,9,2,2.137744
7649,13,3,1.656951
8140,14,4,4.801275
953,2,1,-0.175863
7742,12,2,1.496683
7588,12,3,3.841749
4158,7,1,-0.320358
6698,7,1,-0.294884
6972,14,2,0.973329
2811,4,1,-0.252646
1575,3,1,-0.204124
5862,10,3,5.560455
6784,11,2,1.555032
7349,14,3,1.973756
5058,8,1,-0.351562
8051,9,2,2.384681
8259,13,3,3.311924
3036,6,1,-0.274352
2249,1,1,0.0
1636,3,1,-0.229416
9545,15,3,4.041452
2178,2,1,0.0
1819,3,1,-0.100504
2341,3,1,-0.229416
8410,13,2,1.535019
7179,13,2,1.499191
2134,3,1,-0.142857
4961,7,1,-0.295837
8214,16,3,2.643335
3040,4,1,-0.229416
4644,7,2,3.644957
6099,12,2,1.885618
6626,10,3,4.559354
4269,10,2,1.950378
5929,10,1,-0.431484
6043,8,1,-0.320358
8168,13,3,3.435823
6594,11,3,3.775478
4042,11,4,5.776643
2494,6,2,3.644957
8386,16,3,2.126481
1723,3,1,-0.142857
10012,17,3,2.551043
1162,1,1,0.0
7309,12,2,1.311043
8045,14,3,2.853145
7972,14,3,3.732031
4018,8,2,2.137744
1641,1,1,0.0
3736,6,1,-0.320358
5248,7,2,4.358899
3413,5,1,-0.294884
7744,13,3,3.912077
8626,17,3,2.802442
8613,16,4,5.035943
5200,11,2,1.083473
6471,14,3,2.573498
6347,12,3,2.860317
7586,12,2,1.398757
5805,10,2,2.0
4221,10,3,3.609368
2268,5,2,2.591989
4365,7,1,-0.373632
7238,9,2,2.076881
8143,14,1,-0.685994
4436,5,2,2.162482
3890,7,1,-0.3386
7372,14,3,2.763815
4558,12,2,2.002981
6046,10,3,3.017997
2651,1,1,0.0
3800,8,1,-0.407189
7554,12,2,1.296357
5180,12,4,3.748527
3534,12,2,1.170328
7038,11,3,4.559354
2379,3,1,-0.100504
8462,13,2,1.057909
6604,11,2,1.194101
2103,5,1,-0.142857
5477,11,3,3.837613
2750,4,2,7.0
7268,12,2,0.819288
7005,14,3,1.64405
6918,10,3,3.131935
7571,12,1,-0.450835
4549,7,3,5.089553
1777,2,1,-0.142857
7214,13,3,2.624756
4374,8,2,2.591989
3614,7,2,2.380476
8360,13,3,3.05329
6251,8,2,2.586949
870,3,1,-0.274352
7376,10,1,-0.423547
1130,2,1,-0.142857
9014,15,3,2.913037
3696,7,3,6.67408
7921,17,3,2.244079
8159,13,3,3.091764
9417,16,3,1.902572
6839,12,3,3.11736
5065,9,3,6.67408
6744,9,3,6.67408
8320,12,3,3.668997
7202,11,2,2.134375
8496,16,3,2.799023
6756,12,3,4.394706
7340,9,2,2.223472
4569,7,2,3.958114
5117,10,1,-0.455621
7364,9,2,2.380476
7573,13,3,2.499814
5320,12,2,1.426704
3748,10,2,2.291288
7557,10,3,3.435823
6488,12,2,1.417843
2120,7,1,-0.369274
1109,1,1,0.0
6741,9,2,2.002981
6150,12,2,1.311043
7121,13,3,3.11736
1622,0,0,0.0
5941,14,3,2.828632
5112,9,2,2.29517
3719,4,2,4.898979
1734,3,1,-0.204124
6694,10,3,4.066514
6636,8,1,-0.261488
7979,16,3,1.710567
7692,14,4,3.920409
8630,19,3,2.133263
6308,10,2,1.942385
7286,13,3,3.401088
1878,4,1,-0.175863
6503,11,1,-0.438599
3966,6,2,5.686241
6223,11,1,-0.535303
6747,9,1,-0.356332
6877,12,2,1.327857
8061,12,3,4.041452
4733,7,2,2.586949
7111,17,3,1.889822
2530,2,1,-0.100504
6031,7,2,3.007114
4386,6,2,5.686241
5150,9,1,-0.410817
7663,8,2,2.291288
8331,15,4,4.630632
7996,17,3,2.270271
7745,12,3,3.944799
7103,12,3,3.766127
7106,11,2,1.581339
5349,11,2,1.781955
4459,6,1,-0.294884
1194,2,1,0.0
5529,13,3,2.443682
8326,13,2,1.611559
7016,10,3,3.726941
5416,6,1,-0.294884
4428,5,2,7.0
6152,9,1,-0.457144
3214,6,1,-0.294884
6119,7,2,3.958114
7702,16,3,2.883676
2324,4,1,-0.142857
5855,11,2,2.384681
5686,8,2,2.708013
6586,12,3,3.362866
5731,11,2,1.832261
6830,8,1,-0.351562
7125,12,2,2.291288
7895,14,3,2.981048
7013,10,2,2.384681
6043,9,3,6.333333
3384,6,1,-0.329293
9183,16,3,2.914524
1468,1,1,0.0
4694,10,2,1.689306
7422,15,1,-0.835148
5485,11,2,2.002981
6401,11,2,1.159869
2900,4,1,-0.204124
7571,15,3,2.743082
6598,13,3,1.843106
8807,14,3,3.548662
9336,15,4,5.139919
8595,13,3,4.682677
5060,9,2,2.708013
6904,10,2,2.213211
2262,2,1,0.0
4860,8,1,-0.264386
2182,3,2,3.972508
8039,13,2,1.339788
5710,13,3,2.56081
7313,14,3,4.066514
6941,12,2,1.2465
8269,17,3,1.616227
6054,12,3,3.032986
5660,9,1,-0.478261
3511,8,2,2.708013
3304,5,1,-0.369274
1146,5,1,-0.356332
2076,6,1,-0.420084
3662,10,2,1.323964
6195,11,3,3.668997
3227,6,1,-0.281939
6357,14,3,2.914524
3148,3,1,-0.100504
5238,10,2,1.662145
5709,10,3,3.986851
4602,9,2,1.814124
5759,10,3,4.737271
7785,13,2,0.999025
6163,11,3,3.609368
5372,5,1,-0.274352
5350,11,3,4.110453
3019,8,2,2.29517
7664,10,2,1.741001
6043,12,3,3.732031
5063,11,3,3.435823
6975,10,1,-0.373632
1891,3,1,-0.204124
5918,11,2,1.464819
7201,13,3,3.775478
8318,13,2,1.237597
2671,6,2,2.586949
7665,12,3,3.896752
5347,9,2,1.781955
4342,7,2,2.29517
5236,10,2,1.850854
3538,5,1,-0.252646
1702,1,1,0.0
4635,9,1,-0.407189
6354,13,2,0.866025
7546,15,2,0.961732
3646,5,1,-0.204124
7364,8,2,2.591989
1742,5,1,-0.369274
3457,4,1,-0.175863
7004,12,2,1.572427
1757,3,1,-0.175863
2130,1,1,0.0
5558,10,3,4.871779
1340,4,1,-0.264649
7650,15,3,3.353941
1224,2,1,0.0
8264,14,3,2.584759
7054,13,3,2.817201
4507,8,3,3.53009
4893,7,1,-0.229416
4387,8,2,1.942385
5440,9,3,4.682677
3843,8,2,1.893204
5595,11,1,-0.447214
5159,9,2,2.586949
6927,13,3,3.016415
4376,7,2,1.734393
7399,12,2,1.398757
5124,8,2,2.384681
1729,8,3,3.732031
2811,1,1,0.0
5038,6,1,-0.314485
7967,14,3,2.404162
1274,1,1,0.0
5145,9,2,2.147318
5398,11,3,2.654954
6450,10,1,-0.415581
5735,10,2,2.002981
3320,8,1,-0.314485
4575,9,2,2.09108
6099,11,3,4.559354
6499,11,3,3.548662
4476,8,2,2.291288
5008,14,3,2.370629
3732,6,1,-0.386556
7534,11,3,6.040466
4499,13,3,1.354601
8107,16,3,2.97551
2151,3,1,0.0
3717,6,3,7.077214
3878,8,2,2.384681
6121,11,3,3.415507
8336,16,3,2.412091
7731,15,3,2.796431
7344,12,3,2.558824
4253,7,2,2.844452
3393,6,1,-0.301511
4473,10,2,1.269622
7793,14,2,1.566726
6337,11,3,3.362866
5243,8,3,5.181036
6579,13,3,3.597808
5318,12,3,2.794783
8702,13,3,3.173911
3140,8,3,4.34039
7732,9,3,5.125693
3512,8,3,5.360431
2521,5,2,2.384681
2746,6,1,-0.204124
6701,7,1,-0.314485
4659,9,2,2.380476
6314,9,3,5.560455
1504,2,1,-0.100504
7951,8,1,-0.281939
4929,9,2,1.829707
2678,6,1,-0.19245
7955,11,3,5.360431
6624,8,1,-0.366508
7031,10,1,-0.431484
6052,11,2,1.318418
1426,4,2,3.391165
3742,6,1,-0.294884
4933,6,2,3.644957
6280,11,2,1.483651
6873,8,1,-0.261488
7826,14,2,1.4
2744,5,1,-0.281939
5486,10,2,1.781955
5386,8,2,3.0
7177,13,2,1.781955
6310,10,2,1.60751
7041,15,4,3.83158
6883,11,3,3.944799
7958,16,3,1.677881
6446,9,2,2.024791
7606,12,3,4.205949
7037,10,2,1.581339
6888,9,3,4.20199
6456,12,2,1.962991
7493,12,1,-0.554495
7116,9,2,1.603567
7187,12,2,1.311207
7532,12,2,1.788854
1450,3,1,0.0
7631,13,3,2.610373
4104,6,1,-0.142857
1117,2,1,0.0
5831,8,2,1.962991
4267,7,1,-0.369274
5774,7,2,4.358899
8956,16,3,2.443682
2238,4,2,5.686241
1262,1,1,0.0
4331,8,1,-0.361741
4555,9,2,1.197342
742,1,1,0.0
6424,9,2,1.893204
7135,15,3,2.668548
7150,16,2,0.943612
3591,5,1,-0.294884
4680,9,3,3.944799
7029,13,3,3.241247
6918,13,3,3.463415
7470,15,3,2.691194
1413,2,1,-0.142857
4203,8,2,3.179797
3260,5,1,-0.229416
5708,9,2,2.844452
7676,15,3,3.333847
8523,15,3,2.743977
8422,12,3,4.066514
8894,14,2,1.572427
6098,8,2,2.483064
4023,7,2,3.179797
4922,6,2,5.686241
3663,5,1,-0.229416
2118,1,1,0.0
2171,4,1,-0.204124
6044,10,3,4.066514
5836,12,3,2.643335
7148,13,2,1.147186
6712,9,2,2.844452
7728,15,3,2.643035
7165,8,2,3.644957
8670,15,3,2.598327
3360,3,1,-0.100504
2944,7,2,2.591989
8823,16,4,5.4
8099,12,2,1.781955
3422,6,1,-0.294884
6829,11,2,1.832261
6617,11,3,3.913571
1857,4,2,4.377549
7840,12,3,3.674235
7724,13,3,3.869565
6846,9,2,1.942385
4033,9,2,2.586949
7649,12,2,1.170328
6133,10,2,2.29517
3559,6,2,3.644957
7693,9,3,6.333333
8169,13,2,1.113422
8066,12,3,3.635026
5468,8,2,2.708013
4479,7,2,1.705606
6343,11,2,1.652574
6414,12,2,2.002981
6879,12,3,3.149822
4529,7,1,-0.3386
4020,9,3,2.384681
6043,8,1,-0.3386
6961,12,3,3.236408
6132,12,2,1.196249
8421,13,3,3.362866
3206,5,1,-0.274352
8519,17,3,2.795176
5331,9,2,1.689306
4049,2,1,-0.142857
5725,11,3,3.798773
8120,14,3,2.432979
3242,4,1,-0.142857
5295,9,1,-0.438599
3871,9,2,2.291288
4506,5,1,-0.274352
7322,13,3,3.65379
5304,12,1,-0.410817
5726,12,2,1.311207
4177,9,1,-0.531085
7601,13,2,1.124637
6282,12,2,1.450105
903,0,0,0.0
4976,5,1,-0.204124
3864,8,2,2.844452
4992,7,2,3.0
7456,11,2,1.652574
8761,14,3,3.65379
6605,11,1,-0.437981
8514,11,3,4.5
7840,8,3,3.53009
3076,5,2,3.187999
7272,13,2,1.347151
8282,14,4,5.067128
7267,11,1,-0.403473
7458,11,3,3.173911
6407,13,2,1.431789
5181,9,2,2.002981
1838,2,1,-0.142857
4718,7,1,-0.390567
5891,12,2,1.169369
3441,7,1,-0.294884
3621,5,1,-0.204124
3469,10,2,1.407711
4081,8,1,-0.420084
6369,13,3,3.383578
7551,15,2,0.84966
7554,11,1,-0.447214
5165,10,2,1.839484
5512,11,3,3.635026
5448,9,2,2.384681
7802,11,2,1.444444
8476,14,3,2.95932
6384,8,2,1.962991
5566,8,2,2.850718
6181,11,2,1.398757
9029,15,3,3.841749
6513,10,2,1.695652
5030,7,2,3.007114
1810,4,1,-0.204124
5729,13,2,1.182373
6494,10,1,-0.436436
7654,15,2,1.0
4792,7,1,-0.386556
3362,5,1,-0.333333
6135,10,2,1.507557
4194,7,2,3.644957
2092,6,3,5.125693
1936,5,1,-0.239957
3129,4,1,-0.204124
6919,11,2,1.741001
7113,12,2,1.741001
6348,6,2,2.606391
4364,9,3,3.726941
861,2,1,-0.142857
3180,6,2,2.213211
5301,6,2,3.958114
6691,15,3,2.620265
5606,9,1,-0.356332
6200,11,2,1.535019
6397,9,1,-0.3773
6325,10,2,1.543644
6512,13,2,1.535019
5826,11,2,1.850854
5801,7,1,-0.351562
3143,2,1,0.0
6704,11,2,1.507557
6642,11,1,-0.493626
9388,17,3,2.802442
6847,11,3,3.798773
5270,6,2,3.644957
7499,12,3,3.41189
2280,1,1,0.0
2318,4,1,-0.19245
6795,13,2,0.832195
1494,6,2,1.741001
6846,13,3,3.316171
1939,5,1,-0.217072
9191,17,3,2.157363
7715,15,3,2.572896
5390,10,3,2.846123
2852,8,3,3.362444
7544,14,3,2.749913
7691,16,3,1.948602
7926,11,2,1.779513
7863,9,2,2.606391
4947,11,3,3.668997
4851,7,2,2.306227
6274,10,3,2.740647
4936,9,3,5.125693
2008,5,1,-0.274352
2734,3,1,-0.100504
7501,12,2,1.367391
6307,8,1,-0.294884
8878,17,3,2.008498
7606,10,2,2.076881
4996,5,1,-0.229416
1820,2,1,-0.100504
8952,18,3,2.128789
6906,13,3,3.732031
5080,8,2,1.315437
5473,10,3,3.217811
6756,10,2,2.076881
7412,14,1,-0.498161
4104,8,3,3.490778
1726,4,1,-0.204124
8513,14,3,3.241247
7695,9,2,3.179797
7974,9,1,-0.390567
1547,1,1,0.0
5899,11,3,4.066514
8563,14,3,2.650624
3819,6,1,-0.229416
7457,12,2,1.221011
3135,6,2,3.958114
5829,6,1,-0.229416
1781,7,1,-0.365148
3122,9,3,4.066514
7047,14,3,3.153846
4864,8,2,1.512595
6112,10,2,2.708013
6455,9,2,1.885618
2165,3,1,-0.100504
9808,16,3,3.448394
7524,10,1,-0.472348
3708,8,1,-0.363043
6062,9,3,5.560455
7364,14,3,1.64405
8291,17,3,1.895567
1504,1,1,0.0
5912,11,2,1.543644
6716,10,2,2.291288
6795,10,1,-0.329617
2714,5,1,-0.204124
6432,11,2,2.380476
7987,9,1,-0.333333
6309,12,3,3.41189
4694,7,2,3.179797
5492,8,2,2.850718
7088,8,1,-0.229416
7746,11,3,5.560455
3154,4,1,-0.229416
2561,4,1,-0.229416
5649,10,2,1.439699
7066,11,1,-0.478261
4188,8,1,-0.351562
6838,11,1,-0.571823
5400,12,3,4.041452
6534,9,3,4.81699
8170,17,3,2.672558
4527,10,2,1.543644
3300,6,2,2.483064
5443,9,2,1.788854
7404,12,2,1.472947
3610,5,1,-0.204124
6817,8,2,2.291288
7210,12,2,1.093339
6278,11,3,3.333847
6551,10,2,1.652574
8474,12,2,1.788854
7436,13,4,4.778849
8724,15,2,0.961869
7575,11,3,3.775478
7887,15,3,3.310064
8981,17,3,1.345677
8307,13,2,1.464819
8175,15,3,2.218092
5131,10,3,3.581357
5273,10,2,2.002981
5872,13,2,1.605663
7687,13,3,3.448394
7310,11,3,4.737271
3595,8,2,2.850718
7036,14,3,3.241247
7555,13,3,3.241247
6783,12,2,1.499191
7957,14,3,3.415507
5930,10,3,4.871779
4826,13,3,3.552878
8437,13,3,4.29696
3729,2,1,-0.100504
7764,12,3,4.394706
4081,7,1,-0.314485
7681,11,1,-0.542364
1669,3,2,3.644957
3508,5,1,-0.252646
7265,9,2,1.462758
4711,9,3,4.110453
7484,13,3,3.448394
8799,12,2,1.529493
5622,9,1,-0.423487
1702,7,2,2.306227
7792,12,2,1.430149
8118,8,2,2.708013
6512,12,2,1.507557
6346,11,1,-0.424866
6425,9,3,4.242641
7374,10,1,-0.314485
7070,8,1,-0.351562
5905,7,2,3.187999
3513,9,2,1.781955
8362,15,3,2.468854
6374,10,2,1.865992
8026,14,3,3.552878
5296,6,1,-0.366508
8912,17,3,2.060408
6374,14,3,3.362866
5519,12,2,1.283715
7228,13,3,3.353941
6910,11,3,5.560455
3099,3,1,-0.142857
6319,14,3,2.620265
5305,10,3,3.53009
6697,7,1,-0.320358
6861,17,3,1.986799
7768,15,3,2.232458
1063,2,1,-0.175863
2342,3,1,0.0
2999,4,1,-0.175863
9202,16,3,2.773087
5036,9,1,-0.399475
7706,15,2,0.688649
6491,14,3,2.921187
9188,16,3,2.529822
7690,13,3,2.828632
3735,4,1,-0.165521
6223,14,3,2.599735
6651,11,3,3.986851
3529,5,1,-0.100504
6332,14,4,5.067128
5002,10,3,3.286456
6352,12,2,1.197342
6449,10,3,3.657599
6569,11,2,1.462758
7037,17,3,1.788141
9195,17,3,2.770523
7254,12,2,1.939563
6483,12,2,1.439699
7515,12,2,1.620785
6527,11,2,1.942385
5718,9,2,2.380476
8598,12,1,-0.512915
4349,6,2,2.844452
8469,14,3,1.897169
6752,11,2,1.60751
1412,2,1,0.0
4571,10,3,4.682677
4804,8,1,-0.356332
4221,8,3,4.81699
5856,10,2,1.593118
5770,9,2,2.076881
5318,9,3,3.732031
8004,13,3,2.380476
5790,10,2,1.662145
6362,7,1,-0.217072
4231,9,2,1.210524
4870,9,1,-0.294884
6602,13,4,5.778086
4628,7,1,-0.351562
7128,11,3,4.066514
8193,11,3,3.383578
8944,18,3,1.319036
8123,14,3,2.353265
9065,14,2,1.172171
6249,11,2,1.407711
4552,6,1,-0.333333
1725,2,1,-0.100504
6649,10,2,1.662145
4391,6,2,3.007114
2287,3,1,-0.142857
1654,3,1,-0.142857
3788,7,2,2.591989
6533,10,3,4.81699
6514,10,1,-0.493626
7539,15,3,2.512912
4100,9,2,1.942385
7016,14,3,3.228326
5962,10,3,4.613805
3342,6,2,2.483064
5597,7,2,3.0
7659,11,2,1.158438
6752,10,1,-0.436436
8490,13,2,0.682898
8348,15,3,2.853145
7831,15,2,1.263701
5287,4,1,-0.135388
4738,6,1,-0.274352
2511,3,1,-0.175863
7063,11,3,4.81699
4123,6,1,-0.274352
5515,11,2,1.194101
5571,9,2,2.708013
4403,5,1,-0.281939
7761,15,3,2.694687
6527,9,2,2.483064
6605,12,3,2.620247
6238,7,1,-0.383131
6079,11,1,-0.518065
7022,14,3,1.794901
1434,3,1,-0.100504
3013,6,2,4.898979
8161,10,2,2.380476
4869,6,2,5.686241
7845,15,3,2.251225
5830,9,2,2.064742
5350,8,2,2.586949
3523,6,2,2.223472
3760,5,3,7.564266
6801,11,2,1.323964
8132,16,3,2.487033
7923,10,2,2.844452
5324,9,2,3.0
3825,7,2,3.0
4072,9,2,1.032643
3419,5,1,-0.229416
4663,9,1,-0.34641
7081,12,2,1.310556
8664,16,3,2.432979
6971,9,1,-0.386556
6664,13,2,1.013109
5834,10,3,3.448394
5370,7,1,-0.314485
5512,7,2,2.483064
2853,2,1,0.0
4715,9,1,-0.390567
8052,13,3,2.995394
3557,6,2,2.713602
7272,12,3,3.798773
5018,9,2,1.535019
8647,16,4,4.630632
9028,16,2,1.135815
7195,11,2,1.356801
5070,7,2,4.358899
7548,14,4,7.22761
9913,18,3,2.160247
6854,10,2,1.535019
7387,14,3,3.841749
5776,8,2,2.011435
7024,10,3,4.20199
3551,3,1,-0.142857
4536,7,2,2.844452
1663,3,1,0.0
3530,7,2,1.962991
6360,13,3,2.552342
8066,16,4,4.432331
4242,8,2,1.893204
6126,10,2,1.850854
2999,6,2,3.007114
5455,8,2,2.478479
1809,3,1,-0.204124
3745,7,1,-0.314485
8089,10,2,3.179797
4601,10,2,1.06749
6120,8,1,-0.373632
6101,8,3,6.333333
7814,10,1,-0.441836
7116,14,3,2.339501
4927,9,2,1.885618
3860,9,2,1.352504
7492,12,3,3.241247
5954,9,2,1.444444
2655,3,1,-0.142857
8165,14,2,1.499191
7986,13,3,3.077266
4670,8,2,1.310556
4113,9,2,1.572427
6446,9,3,5.019011
6557,10,2,1.942385
3481,7,1,-0.369274
7050,10,2,2.209605
8203,13,1,-0.377628
2723,4,1,-0.175863
1529,5,2,2.483064
4957,5,2,9.949874
3919,5,1,-0.281939
6812,14,3,2.427611
7917,11,3,4.34039
7276,14,2,1.231554
6875,12,1,-0.468521
4667,5,1,0.0
7770,14,3,3.008748
5148,6,2,3.958114
5899,13,3,2.028136
5580,9,3,3.891856
6469,9,2,1.882938
2389,4,1,-0.165521
4222,8,1,-0.383131
8604,17,3,2.598327
6204,9,2,3.179797
6244,13,2,1.163678
8904,14,3,2.784353
4985,7,1,-0.333333
7922,11,2,1.839484
3564,5,2,4.358899
7512,11,1,-0.51558
8928,14,3,3.271652
6264,7,1,-0.276823
4938,10,1,-0.450835
4789,8,2,2.384681
5336,8,1,-0.261488
5788,11,3,4.242641
6789,9,2,1.942385
4545,8,2,1.775695
2934,6,1,-0.294884
3256,6,1,-0.351562
3374,4,1,-0.229416
5573,9,2,2.586949
7567,14,3,2.57565
8002,15,3,2.529956
2789,7,1,-0.356332
8846,14,2,0.912961
4053,7,1,-0.386556
1415,3,1,-0.175863
6102,11,3,3.072189
7138,10,2,2.002981
4377,6,1,-0.175863
5490,7,1,-0.229416
3000,5,1,-0.204124
4874,7,2,2.306227
6757,10,3,4.559354
6116,10,1,-0.453604
4742,8,1,-0.333333
8768,10,2,2.586949
5321,9,2,2.213211
2761,4,1,-0.175863
1623,1,1,0.0
4089,5,1,-0.239957
6728,11,2,1.165543
8820,12,3,4.737271
7071,11,2,1.507557
1630,2,1,-0.100504
6056,11,2,1.705606
8154,9,1,-0.333333
7006,10,2,1.593118
8158,12,2,0.981815
3466,4,1,-0.175863
3623,5,2,3.187999
4501,10,1,-0.415581
2970,6,2,2.850718
5405,8,2,2.708013
3229,2,1,-0.100504
3376,4,1,-0.165521
7807,13,3,3.072189
2239,4,1,-0.175863
4905,7,3,6.333333
3581,7,1,-0.333333
6990,11,3,4.080798
6455,10,2,2.586949
5828,11,2,1.662145
6128,12,4,4.700177
7494,14,2,1.231554
7188,14,3,2.299789
9488,18,2,0.760348
7423,17,3,2.207235
6571,12,3,3.986851
7694,19,3,1.820461
4540,7,1,-0.333333
5370,6,2,7.0
5143,7,2,3.179797
6277,12,3,2.995394
5465,6,2,7.0
4218,6,1,-0.294884
1728,2,1,-0.142857
7088,11,2,1.483651
6290,13,3,3.043305
5836,11,3,3.986851
5108,8,3,6.333333
7203,9,2,2.291288
599,0,0,0.0
7461,15,2,1.044185
2973,7,1,-0.320358
6947,9,1,-0.439679
4583,8,2,2.384681
2289,4,2,2.713602
7640,13,3,2.275551
6195,9,1,-0.362887
6710,12,3,3.4
2355,4,1,-0.274352
5039,9,2,1.781955
8186,13,3,3.229168
8222,15,3,2.643335
6546,11,3,2.722179
6024,12,2,1.093216
4747,11,1,-0.424094
7636,12,2,1.158787
3618,6,1,-0.320358
4240,8,2,1.632993
6992,15,3,2.828632
6798,14,3,3.597808
6879,12,3,3.490778
3521,8,2,2.002981
5238,10,2,1.832261
4317,5,1,-0.142857
8553,15,3,2.824231
2862,7,1,-0.258199
3029,3,1,-0.100504
1690,3,1,-0.100504
6487,14,3,2.824231
3713,8,2,2.067904
7678,14,3,3.112743
3247,4,1,-0.100504
7012,11,3,2.648763
6858,17,3,2.033704
7183,12,2,1.417843
3150,6,1,-0.314485
4086,6,2,2.32379
807,2,1,-0.100504
6209,10,2,1.417843
554,1,1,0.0
4278,8,3,4.559354
4396,8,2,2.586949
3594,6,2,2.29517
4646,11,2,0.913913
5267,7,1,-0.436928
8085,14,3,2.891399
7880,13,3,3.435823
7494,12,2,1.207211
1955,4,1,-0.229416
9581,19,3,2.743082
8194,13,3,4.613805
6967,13,2,1.511858
1732,3,2,0.0
8566,19,3,2.743977
3434,4,1,-0.229416
3244,4,1,-0.142857
1898,2,1,-0.100504
7015,13,3,3.077266
7261,10,3,4.300232
7167,10,3,4.682677
5837,10,2,2.064742
6082,10,2,1.751377
4228,9,2,1.832261
7621,15,3,2.335674
5347,10,3,5.360431
2560,3,1,-0.100504
6597,12,3,3.869565
8749,17,3,2.392085
3938,7,1,-0.252646
4063,10,2,1.299867
7617,14,3,2.752699
6589,10,2,2.134375
4108,8,2,2.002981
8408,14,3,3.268233
3742,11,2,1.581339
5607,10,2,2.213211
5875,11,3,4.871779
5127,4,1,-0.217072
7912,18,4,4.011887
4469,7,2,3.644957
3194,5,1,-0.21887
6257,13,3,2.292328
3914,6,2,2.496151
3238,5,1,-0.252646
5421,11,3,2.291288
3810,10,1,-0.431229
7758,12,3,3.552878
4483,7,1,-0.314485
6651,12,3,3.732031
4662,8,1,-0.349563
2364,4,1,-0.217072
6260,10,1,-0.508913
7463,10,1,-0.439679
7378,16,3,2.529956
4650,10,2,1.893204
1441,3,1,-0.175863
5015,6,1,-0.142857
3555,8,1,-0.439679
5569,10,2,1.689306
1870,4,1,-0.175863
2720,4,1,-0.252646
4700,6,1,-0.386556
5261,13,2,0.879507
6972,11,3,3.241247
2449,5,1,-0.294884
1842,1,1,0.0
6635,13,3,3.574756
7314,13,2,0.848528
7742,15,3,2.80938
7982,11,1,-0.502519
6185,11,3,3.896752
5191,8,1,-0.351562
4563,8,3,4.871779
3558,6,1,-0.314485
5630,8,3,5.7853
8119,11,3,5.728716
7964,14,3,3.316171
8340,15,3,3.841749
5358,9,2,1.741001
8166,14,3,2.749913
7034,16,3,2.418245
2649,5,1,-0.229416
7468,15,3,3.353941
7963,15,3,3.65379
2394,2,1,0.0
8346,16,3,2.202796
5462,4,1,-0.204124
7516,12,3,4.080798
2209,3,1,0.0
6658,12,3,3.966859
8241,14,3,3.043414
4225,4,1,-0.175863
2707,3,1,-0.142857
8105,16,3,2.949787
6328,10,2,1.518587
5161,10,2,2.291288
6690,11,2,2.067904
2236,6,2,3.187999
2839,5,1,-0.142857
7150,11,2,2.067904
8049,13,4,7.0
3124,7,1,-0.332243
7879,14,3,2.891399
7230,13,2,1.352504
5392,10,2,1.646464
7858,16,3,2.283074
2284,3,1,-0.175863
8285,15,3,2.691194
7576,11,3,3.609368
2547,3,1,-0.142857
6968,12,3,3.079589
6278,11,2,1.024163
1622,2,1,-0.100504
6507,13,3,2.981048
2989,5,1,-0.204124
6057,12,3,4.066514
6722,9,2,2.137744
4430,9,2,1.674827
6957,8,3,7.077214
1688,3,1,-0.229416
6675,8,1,-0.366508
5558,9,2,3.0
6411,7,1,-0.386556
7446,11,2,1.581339
5669,12,3,3.016415
6530,9,1,-0.373632
7393,13,3,2.454954
6942,13,3,2.97551
7122,10,3,6.333333
7557,9,2,1.751377
5453,12,3,4.737271
2518,5,1,-0.261488
4580,8,3,4.20199
4544,8,1,-0.261488
7092,13,3,2.891399
3587,5,2,3.391165
2746,3,1,-0.100504
3304,7,1,-0.252646
1210,3,1,-0.169031
7574,12,2,1.882938
6883,11,3,3.609722
4793,7,2,3.179797
3734,7,1,-0.423487
7328,12,3,4.29696
3360,4,1,-0.100504
3679,6,2,3.0
4768,4,1,-0.237356
4083,5,1,-0.204124
